snies_Consolidado_2015_a_2018_p1;IES PADRE;Institución de Educación Superior (IES);"Principal
 o
Seccional";Id_Sector;Sector IES;Id_Caracter;Caracter IES;"Código del 
departamento
(IES)";"Departamento de 
domicilio de la IES";"Código del 
Municipio
(IES)";"Municipio de
domicilio de la IES";"Código 
SNIES del
programa";Programa Académico;Id_Nivel;Nivel Académico;Id_Nivel_Formacion;Nivel de Formación;Id_Metodologia;Metodología;Id_Area;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);"Código del 
Departamento
(Programa)";Departamento de oferta del programa;"Código del 
Municipio
(Programa)";Municipio de oferta del programa;Id Género;Género;Año;Semestre;Matriculados
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;54641;TECNICA PROFESIONAL EN CONTABILIDAD, COSTOS Y AUDITORIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73275;FLANDES;2;Mujer;2015;2;24
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;54641;TECNICA PROFESIONAL EN CONTABILIDAD, COSTOS Y AUDITORIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73319;GUAMO;2;Mujer;2015;1;7
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;54641;TECNICA PROFESIONAL EN CONTABILIDAD, COSTOS Y AUDITORIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73319;GUAMO;2;Mujer;2015;2;7
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;54641;TECNICA PROFESIONAL EN CONTABILIDAD, COSTOS Y AUDITORIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73352;ICONONZO;2;Mujer;2015;1;12
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;54641;TECNICA PROFESIONAL EN CONTABILIDAD, COSTOS Y AUDITORIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73352;ICONONZO;2;Mujer;2015;2;10
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;25;CUNDINAMARCA;25815;TOCAIMA;2;Mujer;2015;1;12
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;25;CUNDINAMARCA;25815;TOCAIMA;2;Mujer;2015;2;11
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73001;IBAGUE;2;Mujer;2015;1;16
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73268;ESPINAL;2;Mujer;2015;1;87
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73268;ESPINAL;2;Mujer;2015;2;92
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73319;GUAMO;2;Mujer;2015;1;10
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73319;GUAMO;2;Mujer;2015;2;9
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73352;ICONONZO;2;Mujer;2015;1;18
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;73;TOLIMA;73268;ESPINAL;91430;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;73;TOLIMA;73352;ICONONZO;2;Mujer;2015;2;14
4112;4112;COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;17;CALDAS;17541;PENSILVANIA;102054;TECNICA PROFESIONAL EN PROCESOS EMPRESARIALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;17;CALDAS;17433;MANZANARES;2;Mujer;2015;2;13
4112;4112;COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;17;CALDAS;17541;PENSILVANIA;102054;TECNICA PROFESIONAL EN PROCESOS EMPRESARIALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;17;CALDAS;17541;PENSILVANIA;2;Mujer;2015;1;19
4112;4112;COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;17;CALDAS;17541;PENSILVANIA;102054;TECNICA PROFESIONAL EN PROCESOS EMPRESARIALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;17;CALDAS;17541;PENSILVANIA;2;Mujer;2015;2;11
4705;4705;FUNDACION CENTRO DE EDUCACION SUPERIOR,INVESTIGACION Y PROFESIONALIZACION -CEDINPRO-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2320;TECNICA PROFESIONAL EN ADMINISTRACION DE EMPRESAS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;11
4705;4705;FUNDACION CENTRO DE EDUCACION SUPERIOR,INVESTIGACION Y PROFESIONALIZACION -CEDINPRO-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2488;TECNICA PROFESIONAL EN MERCADEO Y VENTAS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;7
4705;4705;FUNDACION CENTRO DE EDUCACION SUPERIOR,INVESTIGACION Y PROFESIONALIZACION -CEDINPRO-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;4155;TECNICA PROFESIONAL EN ADMINISTRACION HOTELERA Y TURISTICA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;27
4708;4708;FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2322;TECNICA PROFESIONAL EN ADMINISTRACION HOTELERA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;16
4708;4708;FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2322;TECNICA PROFESIONAL EN ADMINISTRACION HOTELERA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;13
4708;4708;FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2323;TECNICA PROFESIONAL EN ADMINISTRACION TURISTICA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;7
4708;4708;FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2323;TECNICA PROFESIONAL EN ADMINISTRACION TURISTICA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;6
4708;4708;FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2324;TECNICA PROFESIONAL EN SERVICIOS A BORDO;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;55
4708;4708;FUNDACION ESCUELA COLOMBIANA DE HOTELERIA Y TURISMO-ECOTET-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2324;TECNICA PROFESIONAL EN SERVICIOS A BORDO;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;54
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;4315;TECNICA PROFESIONAL EN NEGOCIOS INTERNACIONALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;1;23
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;52291;TECNICA PROFESIONAL EN GESTION EMPRESARIAL;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;1;27
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;52293;TECNICA PROFESIONAL EN GESTION ECOTURISTICA,;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;1;2
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;102651;TECNICA PROFESIONAL EN OPERACION DE SERVICIOS TURISTICOS Y HOTELEROS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;1;25
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;102651;TECNICA PROFESIONAL EN OPERACION DE SERVICIOS TURISTICOS Y HOTELEROS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;2;11
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;102653;TECNICA PROFESIONAL EN OPERACION DE COMERCIO EXTERIOR;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;1;65
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;102653;TECNICA PROFESIONAL EN OPERACION DE COMERCIO EXTERIOR;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;2;61
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;102791;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;1;113
4709;4709;ESCUELA DE ADMINISTRACION Y MERCADOTECNIA DEL QUINDIO E.A.M.;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;63;QUINDIO;63001;ARMENIA;102791;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;2;Mujer;2015;2;112
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;20929;TECNICA PROFESIONAL EN ADMINISTRACION DE NEGOCIOS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;6
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;20930;TECNICA PROFESIONAL EN COMERCIO EXTERIOR Y NEGOCIOS INTERNACIONALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;7
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;52391;TECNICA PROFESIONAL EN MERCADEO Y VENTAS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;5
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;102439;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS EMPRESARIALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;37
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;102439;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS EMPRESARIALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;31
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;102440;TECNICA PROFESIONAL EN PROCESOS DE MERCADEO;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;28
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;102440;TECNICA PROFESIONAL EN PROCESOS DE MERCADEO;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;7
4726;4726;FUNDACION PARA LA EDUCACION SUPERIOR SAN MATEO;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2484;TECNICA PROFESIONAL EN PROCESOS DE COMERCIO INTERNACIONAL;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;96
4726;4726;FUNDACION PARA LA EDUCACION SUPERIOR SAN MATEO;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2484;TECNICA PROFESIONAL EN PROCESOS DE COMERCIO INTERNACIONAL;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;95
4726;4726;FUNDACION PARA LA EDUCACION SUPERIOR SAN MATEO;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;53276;TECNICA PROFESIONAL EN PROCESOS EMPRESARIALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;186
4726;4726;FUNDACION PARA LA EDUCACION SUPERIOR SAN MATEO;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;53276;TECNICA PROFESIONAL EN PROCESOS EMPRESARIALES;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;199
4726;4726;FUNDACION PARA LA EDUCACION SUPERIOR SAN MATEO;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;91070;TECNICA PROFESIONAL EN GASTRONOMIA Y OPERACION DE BEBIDAS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;122
4726;4726;FUNDACION PARA LA EDUCACION SUPERIOR SAN MATEO;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;91070;TECNICA PROFESIONAL EN GASTRONOMIA Y OPERACION DE BEBIDAS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;113
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;52469;TECNICO PROFESIONAL EN GASTRONOMIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;1.225
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;52469;TECNICO PROFESIONAL EN GASTRONOMIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;1.047
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;53290;TECNICA PROFESIONAL EN HOTELERIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;644
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;53290;TECNICA PROFESIONAL EN HOTELERIA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;544
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;53291;TECNICA PROFESIONAL EN TURISMO;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;89
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;53291;TECNICA PROFESIONAL EN TURISMO;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;82
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;104419;TECNICA PROFESIONAL EN GESTION AMBIENTAL;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;244
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;104419;TECNICA PROFESIONAL EN GESTION AMBIENTAL;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;200
4803;4803;CORPORACION POLITECNICO COLOMBO ANDINO;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2354;TECNICA PROFESIONAL EN SECRETARIADO BILINGUE;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;125
4803;4803;CORPORACION POLITECNICO COLOMBO ANDINO;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2354;TECNICA PROFESIONAL EN SECRETARIADO BILINGUE;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;91
4812;4812;CORPORACION CENTRO DE NUESTRA SEÑORA DE LAS MERCEDES;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;4387;TECNICA PROFESIONAL EN CONTABILIDAD FINANCIERA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;127
4812;4812;CORPORACION CENTRO DE NUESTRA SEÑORA DE LAS MERCEDES;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;4387;TECNICA PROFESIONAL EN CONTABILIDAD FINANCIERA;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;94
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2381;TECNICA PROFESIONAL EN  SERVICIOS TURISTICOS Y HOTELEROS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;734
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2381;TECNICA PROFESIONAL EN  SERVICIOS TURISTICOS Y HOTELEROS;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;716
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2382;TECNICA PROFESIONAL EN SERVICIOS  ADMINISTRATIVOS DE SALUD;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;1;527
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2382;TECNICA PROFESIONAL EN SERVICIOS  ADMINISTRATIVOS DE SALUD;1;PREGRADO;4;Técnico;1;Presencial;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;2;Mujer;2015;2;575
